language,sent_id,tok_id,token,upos,lemma
en,779,29,remembered,VERB,remember
en,779,30,him,PRON,he
en,779,31,and,CCONJ,and
en,779,32,greeted,VERB,greet
en,779,33,him,PRON,he
en,779,34,from,ADP,from
en,779,35,their,PRON,their
en,779,36,doorways,NOUN,doorway
en,779,37,",",PUNCT,","
en,779,38,but,CCONJ,but
en,779,39,he,PRON,he
en,779,40,no,ADV,no
en,779,41,longer,ADV,long
en,779,42,needed,VERB,need
en,779,43,to,PART,to
en,779,44,ask,VERB,ask
en,779,45,anyone,PRON,anyone
en,779,46,the,DET,the
en,779,47,way,NOUN,way
en,779,48,and,CCONJ,and
en,779,49,soon,ADV,soon
en,779,50,arrived,VERB,arrive
en,779,51,at,ADP,at
en,779,52,the,DET,the
en,779,53,right,ADJ,right
en,779,54,door,NOUN,door
en,779,55,.,PUNCT,.
en,790,0,"""",PUNCT,""""
en,790,1,I,PRON,I
en,790,2,see,VERB,see
en,790,3,",",PUNCT,","
en,790,4,"""",PUNCT,""""
en,790,5,said,VERB,say
en,790,6,K.,PROPN,K.
en,790,7,",",PUNCT,","
en,790,8,and,CCONJ,and
en,790,9,nodded,VERB,nod
en,790,10,",",PUNCT,","
en,790,11,"""",PUNCT,""""
en,790,12,those,DET,those
en,790,13,books,NOUN,book
en,790,14,must,AUX,must
en,790,15,be,AUX,be
en,790,16,law,NOUN,law
en,790,17,books,NOUN,book
en,790,18,",",PUNCT,","
en,790,19,and,CCONJ,and
en,790,20,that,PRON,that
en,790,21,'s,AUX,be
en,790,22,how,SCONJ,how
en,790,23,this,DET,this
en,790,24,court,NOUN,court
en,790,25,does,VERB,do
en,790,26,things,NOUN,thing
en,790,27,",",PUNCT,","
en,790,28,not,PART,not
en,790,29,only,ADV,only
en,790,30,to,PART,to
en,790,31,try,VERB,try
en,790,32,people,NOUN,people
en,790,33,who,PRON,who
en,790,34,are,AUX,be
en,790,35,innocent,ADJ,innocent
en,790,36,but,CCONJ,but
en,790,37,even,ADV,even
en,790,38,to,PART,to
en,790,39,try,VERB,try
en,790,40,them,PRON,they
en,790,41,without,ADP,without
en,790,42,letting,VERB,let
en,790,43,them,PRON,they
en,790,44,know,VERB,know
en,790,45,what,PRON,what
en,790,46,'s,AUX,be
en,790,47,going,VERB,go
en,790,48,on,ADP,on
en,790,49,.,PUNCT,.
en,790,50,"""",PUNCT,""""
en,793,0,asked,VERB,ask
en,793,1,the,DET,the
en,793,2,woman,NOUN,woman
en,793,3,.,PUNCT,.
en,805,0,"""",PUNCT,""""
en,805,1,There,PRON,there
en,805,2,'s,VERB,be
en,805,3,no,DET,no
en,805,4,-,PUNCT,-
en,805,5,one,NOUN,one
en,805,6,I,PRON,I
en,805,7,know,VERB,know
en,805,8,who,PRON,who
en,805,9,'d,AUX,would
en,805,10,hold,VERB,hold
en,805,11,it,PRON,it
en,805,12,against,ADP,against
en,805,13,me,PRON,I
en,805,14,",",PUNCT,","
en,805,15,"""",PUNCT,""""
en,805,16,said,VERB,say
en,805,17,the,DET,the
en,805,18,woman,NOUN,woman
en,805,19,.,PUNCT,.
en,813,0,"""",PUNCT,""""
en,813,1,That,PRON,that
en,813,2,'s,AUX,be
en,813,3,what,PRON,what
en,813,4,I,PRON,I
en,813,5,thought,VERB,think
en,813,6,when,SCONJ,when
en,813,7,I,PRON,I
en,813,8,heard,VERB,hear
en,813,9,you,PRON,you
en,813,10,speak,VERB,speak
en,813,11,",",PUNCT,","
en,813,12,I,PRON,I
en,813,13,really,ADV,really
en,813,14,liked,VERB,like
en,813,15,what,PRON,what
en,813,16,you,PRON,you
en,813,17,said,VERB,say
en,813,18,.,PUNCT,.
en,820,0,And,CCONJ,and
en,820,1,I,PRON,I
en,820,2,will,AUX,will
en,820,3,be,AUX,be
en,820,4,glad,ADJ,glad
en,820,5,to,PART,to
en,820,6,do,VERB,do
en,820,7,so,ADV,so
en,820,8,not,PART,not
en,820,9,only,ADV,only
en,820,10,for,ADP,for
en,820,11,the,DET,the
en,820,12,sake,NOUN,sake
en,820,13,of,ADP,of
en,820,14,charity,NOUN,charity
en,820,15,but,CCONJ,but
en,820,16,also,ADV,also
en,820,17,because,SCONJ,because
en,820,18,you,PRON,you
en,820,19,can,AUX,can
en,820,20,be,AUX,be
en,820,21,of,ADP,of
en,820,22,some,DET,some
en,820,23,help,NOUN,help
en,820,24,to,ADP,to
en,820,25,me,PRON,I
en,820,26,.,PUNCT,.
en,820,27,"""",PUNCT,""""
en,841,0,With,ADP,with
en,841,1,that,PRON,that
en,841,2,",",PUNCT,","
en,841,3,K.,PROPN,K.
en,841,4,stood,VERB,stand
en,841,5,up,ADP,up
en,841,6,in,ADP,in
en,841,7,silence,NOUN,silence
en,841,8,as,SCONJ,as
en,841,9,if,SCONJ,if
en,841,10,he,PRON,he
en,841,11,had,AUX,have
en,841,12,spoken,VERB,speak
en,841,13,his,PRON,his
en,841,14,thoughts,NOUN,thought
en,841,15,out,ADV,out
en,841,16,loud,ADV,loud
en,841,17,and,CCONJ,and
en,841,18,thus,ADV,thus
en,841,19,explained,VERB,explain
en,841,20,his,PRON,his
en,841,21,action,NOUN,action
en,841,22,to,ADP,to
en,841,23,the,DET,the
en,841,24,woman,NOUN,woman
en,841,25,.,PUNCT,.
en,865,0,And,CCONJ,and
en,865,1,I,PRON,I
en,865,2,will,AUX,will
en,865,3,make,VERB,make
en,865,4,quite,ADV,quite
en,865,5,sure,ADJ,sure
en,865,6,it,PRON,it
en,865,7,is,AUX,be
en,865,8,a,DET,a
en,865,9,blow,NOUN,blow
en,865,10,against,ADP,against
en,865,11,them,PRON,they
en,865,12,.,PUNCT,.
en,872,0,Last,ADJ,last
en,872,1,Sunday,PROPN,Sunday
en,872,2,",",PUNCT,","
en,872,3,for,ADP,for
en,872,4,instance,NOUN,instance
en,872,5,",",PUNCT,","
en,872,6,that,DET,that
en,872,7,session,NOUN,session
en,872,8,went,VERB,go
en,872,9,on,ADP,on
en,872,10,till,SCONJ,till
en,872,11,the,DET,the
en,872,12,evening,NOUN,evening
en,872,13,.,PUNCT,.
en,882,0,Yesterday,NOUN,yesterday
en,882,1,",",PUNCT,","
en,882,2,he,PRON,he
en,882,3,sent,VERB,send
en,882,4,that,DET,that
en,882,5,student,NOUN,student
en,882,6,to,ADP,to
en,882,7,me,PRON,I
en,882,8,",",PUNCT,","
en,882,9,the,DET,the
en,882,10,one,NOUN,one
en,882,11,he,PRON,he
en,882,12,really,ADV,really
en,882,13,trusts,VERB,trust
en,882,14,and,CCONJ,and
en,882,15,who,PRON,who
en,882,16,he,PRON,he
en,882,17,works,VERB,work
en,882,18,with,ADP,with
en,882,19,",",PUNCT,","
en,882,20,he,PRON,he
en,882,21,sent,VERB,send
en,882,22,him,PRON,he
en,882,23,with,ADP,with
en,882,24,a,DET,a
en,882,25,present,NOUN,present
en,882,26,for,ADP,for
en,882,27,me,PRON,I
en,882,28,",",PUNCT,","
en,882,29,silk,NOUN,silk
en,882,30,stockings,NOUN,stocking
en,882,31,.,PUNCT,.
en,900,0,And,CCONJ,and
en,900,1,maybe,ADV,maybe
en,900,2,there,PRON,there
en,900,3,was,VERB,be
en,900,4,no,DET,no
en,900,5,better,ADJ,well
en,900,6,revenge,NOUN,revenge
en,900,7,against,ADP,against
en,900,8,the,DET,the
en,900,9,examining,VERB,examine
en,900,10,judge,NOUN,judge
en,900,11,and,CCONJ,and
en,900,12,his,PRON,his
en,900,13,cronies,NOUN,crony
en,900,14,than,SCONJ,than
en,900,15,to,PART,to
en,900,16,take,VERB,take
en,900,17,this,DET,this
en,900,18,woman,NOUN,woman
en,900,19,from,ADP,from
en,900,20,him,PRON,he
en,900,21,and,CCONJ,and
en,900,22,have,VERB,have
en,900,23,her,PRON,she
en,900,24,for,ADP,for
en,900,25,himself,PRON,himself
en,900,26,.,PUNCT,.
en,906,0,K.,PROPN,K.
en,906,1,saw,VERB,see
en,906,2,this,PRON,this
en,906,3,as,ADP,as
en,906,4,confirmation,NOUN,confirmation
en,906,5,of,ADP,of
en,906,6,the,DET,the
en,906,7,tyranny,NOUN,tyranny
en,906,8,the,DET,the
en,906,9,student,NOUN,student
en,906,10,held,VERB,hold
en,906,11,over,ADP,over
en,906,12,the,DET,the
en,906,13,woman,NOUN,woman
en,906,14,and,CCONJ,and
en,906,15,which,PRON,which
en,906,16,she,PRON,she
en,906,17,had,AUX,have
en,906,18,already,ADV,already
en,906,19,complained,VERB,complain
en,906,20,about,ADP,about
en,906,21,",",PUNCT,","
en,906,22,he,PRON,he
en,906,23,stood,VERB,stand
en,906,24,up,ADP,up
en,906,25,and,CCONJ,and
en,906,26,walked,VERB,walk
en,906,27,up,ADV,up
en,906,28,and,CCONJ,and
en,906,29,down,ADP,down
en,906,30,the,DET,the
en,906,31,room,NOUN,room
en,906,32,.,PUNCT,.
en,908,0,You,PRON,you
en,908,1,could,AUX,could
en,908,2,have,AUX,have
en,908,3,gone,VERB,go
en,908,4,earlier,ADV,early
en,908,5,",",PUNCT,","
en,908,6,no,DET,no
en,908,7,-,PUNCT,-
en,908,8,one,NOUN,one
en,908,9,would,AUX,would
en,908,10,have,AUX,have
en,908,11,missed,VERB,miss
en,908,12,you,PRON,you
en,908,13,.,PUNCT,.
en,928,0,Let,VERB,let
en,928,1,go,VERB,go
en,928,2,of,ADP,of
en,928,3,him,PRON,he
en,928,4,",",PUNCT,","
en,928,5,please,INTJ,please
en,928,6,just,ADV,just
en,928,7,let,VERB,let
en,928,8,go,VERB,go
en,928,9,of,ADP,of
en,928,10,him,PRON,he
en,928,11,.,PUNCT,.
en,930,0,"""",PUNCT,""""
en,930,1,Let,VERB,let
en,930,2,him,PRON,he
en,930,3,take,VERB,take
en,930,4,you,PRON,you
en,930,5,then,ADV,then
en,930,6,",",PUNCT,","
en,930,7,and,CCONJ,and
en,930,8,I,PRON,I
en,930,9,want,VERB,want
en,930,10,to,PART,to
en,930,11,see,VERB,see
en,930,12,nothing,PRON,nothing
en,930,13,more,ADJ,more
en,930,14,of,ADP,of
en,930,15,you,PRON,you
en,930,16,",",PUNCT,","
en,930,17,"""",PUNCT,""""
en,930,18,said,VERB,say
en,930,19,K.,PROPN,K.
en,930,20,",",PUNCT,","
en,930,21,enraged,VERB,enrage
en,930,22,by,ADP,by
en,930,23,his,PRON,his
en,930,24,disappointment,NOUN,disappointment
en,930,25,and,CCONJ,and
en,930,26,giving,VERB,give
en,930,27,the,DET,the
en,930,28,student,NOUN,student
en,930,29,a,DET,a
en,930,30,thump,NOUN,thump
en,930,31,in,ADP,in
en,930,32,the,DET,the
en,930,33,back,NOUN,back
en,930,34,so,SCONJ,so
en,930,35,that,SCONJ,that
en,930,36,he,PRON,he
en,930,37,briefly,ADV,briefly
en,930,38,stumbled,VERB,stumble
en,930,39,and,CCONJ,and
en,930,40,then,ADV,then
en,930,41,",",PUNCT,","
en,930,42,glad,ADJ,glad
en,930,43,that,SCONJ,that
en,930,44,he,PRON,he
en,930,45,had,AUX,have
en,930,46,not,PART,not
en,930,47,fallen,VERB,fall
en,930,48,",",PUNCT,","
en,930,49,immediately,ADV,immediately
en,930,50,jumped,VERB,jump
en,930,51,up,ADP,up
en,930,52,all,DET,all
en,930,53,the,DET,the
en,930,54,higher,ADJ,high
en,930,55,with,ADP,with
en,930,56,his,PRON,his
en,930,57,burden,NOUN,burden
en,930,58,.,PUNCT,.
en,935,0,And,CCONJ,and
en,935,1,he,PRON,he
en,935,2,imagined,VERB,imagine
en,935,3,the,DET,the
en,935,4,most,ADV,most
en,935,5,laughable,ADJ,laughable
en,935,6,scene,NOUN,scene
en,935,7,possible,ADJ,possible
en,935,8,as,ADP,as
en,935,9,an,DET,an
en,935,10,example,NOUN,example
en,935,11,of,ADP,of
en,935,12,this,PRON,this
en,935,13,",",PUNCT,","
en,935,14,if,SCONJ,if
en,935,15,this,DET,this
en,935,16,contemptible,ADJ,contemptible
en,935,17,student,NOUN,student
en,935,18,",",PUNCT,","
en,935,19,this,DET,this
en,935,20,inflated,ADJ,inflated
en,935,21,child,NOUN,child
en,935,22,",",PUNCT,","
en,935,23,this,DET,this
en,935,24,knock,NOUN,knock
en,935,25,-,PUNCT,-
en,935,26,kneed,NOUN,kneed
en,935,27,redbeard,NOUN,redbeard
en,935,28,",",PUNCT,","
en,935,29,if,SCONJ,if
en,935,30,he,PRON,he
en,935,31,were,AUX,be
en,935,32,kneeling,VERB,kneel
en,935,33,at,ADP,at
en,935,34,Elsa,PROPN,Elsa
en,935,35,'s,PART,'s
en,935,36,bed,NOUN,bed
en,935,37,wringing,VERB,wring
en,935,38,his,PRON,his
en,935,39,hands,NOUN,hand
en,935,40,and,CCONJ,and
en,935,41,begging,VERB,beg
en,935,42,for,ADP,for
en,935,43,forgiveness,NOUN,forgiveness
en,935,44,.,PUNCT,.
en,981,0,"""",PUNCT,""""
en,981,1,Course,NOUN,course
en,981,2,she,PRON,she
en,981,3,does,VERB,do
en,981,4,",",PUNCT,","
en,981,5,"""",PUNCT,""""
en,981,6,said,VERB,say
en,981,7,the,DET,the
en,981,8,usher,PROPN,usher
en,981,9,",",PUNCT,","
en,981,10,"""",PUNCT,""""
en,981,11,it,PRON,it
en,981,12,'s,AUX,be
en,981,13,more,ADV,more
en,981,14,her,PRON,her
en,981,15,fault,NOUN,fault
en,981,16,than,ADP,than
en,981,17,theirs,PRON,theirs
en,981,18,.,PUNCT,.
en,1004,0,No,PRON,no
en,1004,1,-,ADJ,-
en,1004,2,one,NOUN,one
en,1004,3,will,AUX,will
en,1004,4,take,VERB,take
en,1004,5,any,DET,any
en,1004,6,notice,NOUN,notice
en,1004,7,of,ADP,of
en,1004,8,you,PRON,you
en,1004,9,.,PUNCT,.
en,1004,10,"""",PUNCT,""""
en,1006,0,"""",PUNCT,""""
en,1006,1,Well,INTJ,well
en,1006,2,",",PUNCT,","
en,1006,3,"""",PUNCT,""""
en,1006,4,said,VERB,say
en,1006,5,the,DET,the
en,1006,6,usher,PROPN,usher
en,1006,7,",",PUNCT,","
en,1006,8,"""",PUNCT,""""
en,1006,9,I,PRON,I
en,1006,10,thought,VERB,think
en,1006,11,you,PRON,you
en,1006,12,'d,AUX,would
en,1006,13,be,AUX,be
en,1006,14,interested,ADJ,interested
en,1006,15,in,ADP,in
en,1006,16,it,PRON,it
en,1006,17,.,PUNCT,.
en,1006,18,"""",PUNCT,""""
en,1009,0,At,ADP,at
en,1009,1,the,DET,the
en,1009,2,entrance,NOUN,entrance
en,1009,3,he,PRON,he
en,1009,4,nearly,ADV,nearly
en,1009,5,fell,VERB,fall
en,1009,6,over,ADV,over
en,1009,7,",",PUNCT,","
en,1009,8,as,ADP,as
en,1009,9,behind,ADP,behind
en,1009,10,the,DET,the
en,1009,11,door,NOUN,door
en,1009,12,there,PRON,there
en,1009,13,was,VERB,be
en,1009,14,another,DET,another
en,1009,15,step,NOUN,step
en,1009,16,.,PUNCT,.
en,1014,0,The,DET,the
en,1014,1,light,NOUN,light
en,1014,2,made,VERB,make
en,1014,3,its,PRON,its
en,1014,4,way,NOUN,way
en,1014,5,in,ADV,in
en,1014,6,through,ADP,through
en,1014,7,them,PRON,they
en,1014,8,",",PUNCT,","
en,1014,9,and,CCONJ,and
en,1014,10,it,PRON,it
en,1014,11,was,AUX,be
en,1014,12,also,ADV,also
en,1014,13,possible,ADJ,possible
en,1014,14,to,PART,to
en,1014,15,see,VERB,see
en,1014,16,individual,ADJ,individual
en,1014,17,officials,NOUN,official
en,1014,18,through,ADP,through
en,1014,19,them,PRON,they
en,1014,20,as,SCONJ,as
en,1014,21,they,PRON,they
en,1014,22,sat,VERB,sit
en,1014,23,writing,VERB,write
en,1014,24,at,ADP,at
en,1014,25,their,PRON,their
en,1014,26,desks,NOUN,desk
en,1014,27,or,CCONJ,or
en,1014,28,stood,VERB,stand
en,1014,29,up,ADP,up
en,1014,30,at,ADP,at
en,1014,31,the,DET,the
en,1014,32,wooden,ADJ,wooden
en,1014,33,frameworks,NOUN,framework
en,1014,34,and,CCONJ,and
en,1014,35,watched,VERB,watch
en,1014,36,the,DET,the
en,1014,37,people,NOUN,people
en,1014,38,on,ADP,on
en,1014,39,the,DET,the
en,1014,40,corridor,NOUN,corridor
en,1014,41,through,ADP,through
en,1014,42,the,DET,the
en,1014,43,gaps,NOUN,gap
en,1014,44,.,PUNCT,.
en,1032,0,The,DET,the
en,1032,1,voice,NOUN,voice
en,1032,2,of,ADP,of
en,1032,3,the,DET,the
en,1032,4,usher,PROPN,usher
en,1032,5,was,AUX,be
en,1032,6,probably,ADV,probably
en,1032,7,familiar,ADJ,familiar
en,1032,8,to,ADP,to
en,1032,9,him,PRON,he
en,1032,10,",",PUNCT,","
en,1032,11,and,CCONJ,and
en,1032,12,had,VERB,have
en,1032,13,a,DET,a
en,1032,14,better,ADJ,well
en,1032,15,effect,NOUN,effect
en,1032,16,than,ADP,than
en,1032,17,K.,PROPN,K.
en,1032,18,'s,PART,'s
en,1032,19,.,PUNCT,.
en,1044,0,"""",PUNCT,""""
en,1044,1,I,PRON,I
en,1044,2,do,AUX,do
en,1044,3,n't,PART,not
en,1044,4,really,ADV,really
en,1044,5,know,VERB,know
en,1044,6,",",PUNCT,","
en,1044,7,exactly,ADV,exactly
en,1044,8,",",PUNCT,","
en,1044,9,"""",PUNCT,""""
en,1044,10,said,VERB,say
en,1044,11,the,DET,the
en,1044,12,man,NOUN,man
en,1044,13,",",PUNCT,","
en,1044,14,once,ADV,once
en,1044,15,more,ADV,more
en,1044,16,totally,ADV,totally
en,1044,17,unsure,ADJ,unsure
en,1044,18,of,ADP,of
en,1044,19,himself,PRON,himself
en,1044,20,;,PUNCT,;
en,1044,21,he,PRON,he
en,1044,22,clearly,ADV,clearly
en,1044,23,thought,VERB,think
en,1044,24,K.,PROPN,K.
en,1044,25,was,AUX,be
en,1044,26,joking,VERB,joke
en,1044,27,with,ADP,with
en,1044,28,him,PRON,he
en,1044,29,and,CCONJ,and
en,1044,30,therefore,ADV,therefore
en,1044,31,probably,ADV,probably
en,1044,32,thought,VERB,think
en,1044,33,it,PRON,it
en,1044,34,best,ADJ,good
en,1044,35,to,PART,to
en,1044,36,repeat,VERB,repeat
en,1044,37,his,PRON,his
en,1044,38,earlier,ADJ,early
en,1044,39,answer,NOUN,answer
en,1044,40,in,ADP,in
en,1044,41,order,NOUN,order
en,1044,42,to,PART,to
en,1044,43,avoid,VERB,avoid
en,1044,44,making,VERB,make
en,1044,45,any,DET,any
en,1044,46,new,ADJ,new
en,1044,47,mistakes,NOUN,mistake
en,1044,48,.,PUNCT,.
en,1047,0,"""",PUNCT,""""
en,1047,1,You,PRON,you
en,1047,2,do,AUX,do
en,1047,3,n't,PART,not
en,1047,4,believe,VERB,believe
en,1047,5,me,PRON,I
en,1047,6,then,ADV,then
en,1047,7,?,PUNCT,?
en,1047,8,"""",PUNCT,""""
en,1047,9,asked,VERB,ask
en,1047,10,K.,PROPN,K.
en,1047,11,",",PUNCT,","
en,1047,12,and,CCONJ,and
en,1047,13,took,VERB,take
en,1047,14,hold,NOUN,hold
en,1047,15,of,ADP,of
en,1047,16,his,PRON,his
en,1047,17,arm,NOUN,arm
en,1047,18,",",PUNCT,","
en,1047,19,unconsciously,ADV,unconsciously
en,1047,20,prompted,VERB,prompt
en,1047,21,by,ADP,by
en,1047,22,the,DET,the
en,1047,23,man,NOUN,man
en,1047,24,'s,PART,'s
en,1047,25,humble,ADJ,humble
en,1047,26,demeanour,NOUN,demeanour
en,1047,27,",",PUNCT,","
en,1047,28,and,CCONJ,and
en,1047,29,as,SCONJ,as
en,1047,30,if,SCONJ,if
en,1047,31,he,PRON,he
en,1047,32,wanted,VERB,want
en,1047,33,to,PART,to
en,1047,34,force,VERB,force
en,1047,35,him,PRON,he
en,1047,36,to,PART,to
en,1047,37,believe,VERB,believe
en,1047,38,him,PRON,he
en,1047,39,.,PUNCT,.
en,1058,0,K.,PROPN,K.
en,1058,1,did,AUX,do
en,1058,2,n't,PART,not
en,1058,3,concern,VERB,concern
en,1058,4,himself,PRON,himself
en,1058,5,long,ADJ,long
en,1058,6,with,ADP,with
en,1058,7,the,DET,the
en,1058,8,guard,NOUN,guard
en,1058,9,or,CCONJ,or
en,1058,10,these,DET,these
en,1058,11,people,NOUN,people
en,1058,12,",",PUNCT,","
en,1058,13,especially,ADV,especially
en,1058,14,as,SCONJ,as
en,1058,15,he,PRON,he
en,1058,16,saw,VERB,see
en,1058,17,a,DET,a
en,1058,18,turning,NOUN,turning
en,1058,19,off,ADP,off
en,1058,20,the,DET,the
en,1058,21,corridor,NOUN,corridor
en,1058,22,",",PUNCT,","
en,1058,23,about,ADV,about
en,1058,24,half,ADJ,half
en,1058,25,way,NOUN,way
en,1058,26,along,ADP,along
en,1058,27,it,PRON,it
en,1058,28,on,ADP,on
en,1058,29,the,DET,the
en,1058,30,right,ADJ,right
en,1058,31,hand,NOUN,hand
en,1058,32,side,NOUN,side
en,1058,33,",",PUNCT,","
en,1058,34,where,SCONJ,where
en,1058,35,there,PRON,there
en,1058,36,was,VERB,be
en,1058,37,no,DET,no
en,1058,38,door,NOUN,door
en,1058,39,to,PART,to
en,1058,40,stop,VERB,stop
en,1058,41,him,PRON,he
en,1058,42,going,VERB,go
en,1058,43,that,DET,that
en,1058,44,way,NOUN,way
en,1058,45,.,PUNCT,.
en,1064,0,"""",PUNCT,""""
en,1064,1,You,PRON,you
en,1064,2,have,AUX,have
en,1064,3,n't,PART,not
en,1064,4,got,AUX,got
en,1064,5,lost,VERB,lose
en,1064,6,",",PUNCT,","
en,1064,7,have,VERB,have
en,1064,8,you,PRON,you
en,1064,9,?,PUNCT,?
en,1064,10,"""",PUNCT,""""
en,1064,11,asked,VERB,ask
en,1064,12,the,DET,the
en,1064,13,usher,PROPN,usher
en,1064,14,in,ADP,in
en,1064,15,amazement,NOUN,amazement
en,1064,16,",",PUNCT,","
en,1064,17,"""",PUNCT,""""
en,1064,18,you,PRON,you
en,1064,19,go,VERB,go
en,1064,20,down,ADP,down
en,1064,21,this,DET,this
en,1064,22,way,NOUN,way
en,1064,23,to,ADP,to
en,1064,24,the,DET,the
en,1064,25,corner,NOUN,corner
en,1064,26,",",PUNCT,","
en,1064,27,then,ADV,then
en,1064,28,right,ADV,right
en,1064,29,down,ADP,down
en,1064,30,the,DET,the
en,1064,31,corridor,NOUN,corridor
en,1064,32,straight,ADV,straight
en,1064,33,ahead,ADV,ahead
en,1064,34,as,ADV,as
en,1064,35,far,ADV,far
en,1064,36,as,ADP,as
en,1064,37,the,DET,the
en,1064,38,door,NOUN,door
en,1064,39,.,PUNCT,.
en,1064,40,"""",PUNCT,""""
en,1074,0,In,ADP,in
en,1074,1,the,DET,the
en,1074,2,darkness,NOUN,darkness
en,1074,3,behind,ADP,behind
en,1074,4,her,PRON,she
en,1074,5,there,PRON,there
en,1074,6,was,VERB,be
en,1074,7,also,ADV,also
en,1074,8,a,DET,a
en,1074,9,man,NOUN,man
en,1074,10,approaching,VERB,approach
en,1074,11,.,PUNCT,.
en,1076,0,He,PRON,he
en,1076,1,had,AUX,have
en,1076,2,",",PUNCT,","
en,1076,3,after,ADV,after
en,1076,4,all,ADV,all
en,1076,5,",",PUNCT,","
en,1076,6,said,VERB,say
en,1076,7,that,SCONJ,that
en,1076,8,no,DET,no
en,1076,9,-,PUNCT,-
en,1076,10,one,NOUN,one
en,1076,11,would,AUX,would
en,1076,12,take,VERB,take
en,1076,13,any,DET,any
en,1076,14,notice,NOUN,notice
en,1076,15,of,ADP,of
en,1076,16,K.,PROPN,K.
en,1076,17,",",PUNCT,","
en,1076,18,and,CCONJ,and
en,1076,19,now,ADV,now
en,1076,20,there,PRON,there
en,1076,21,were,VERB,be
en,1076,22,two,NUM,two
en,1076,23,people,NOUN,people
en,1076,24,coming,VERB,come
en,1076,25,",",PUNCT,","
en,1076,26,it,PRON,it
en,1076,27,only,ADV,only
en,1076,28,needed,VERB,need
en,1076,29,a,DET,a
en,1076,30,few,ADJ,few
en,1076,31,and,CCONJ,and
en,1076,32,everyone,PRON,everyone
en,1076,33,in,ADP,in
en,1076,34,the,DET,the
en,1076,35,office,NOUN,office
en,1076,36,would,AUX,would
en,1076,37,become,VERB,become
en,1076,38,aware,ADJ,aware
en,1076,39,of,ADP,of
en,1076,40,him,PRON,he
en,1076,41,and,CCONJ,and
en,1076,42,asking,VERB,ask
en,1076,43,for,ADP,for
en,1076,44,explanations,NOUN,explanation
en,1076,45,as,ADP,as
en,1076,46,to,ADP,to
en,1076,47,why,SCONJ,why
en,1076,48,he,PRON,he
en,1076,49,was,AUX,be
en,1076,50,there,ADV,there
en,1076,51,.,PUNCT,.
en,1078,0,Or,CCONJ,or
en,1078,1,else,ADV,else
en,1078,2,",",PUNCT,","
en,1078,3,an,DET,an
en,1078,4,explanation,NOUN,explanation
en,1078,5,even,ADV,even
en,1078,6,less,ADV,less
en,1078,7,usable,ADJ,usable
en,1078,8,",",PUNCT,","
en,1078,9,he,PRON,he
en,1078,10,could,AUX,could
en,1078,11,say,VERB,say
en,1078,12,that,SCONJ,that
en,1078,13,he,PRON,he
en,1078,14,wanted,VERB,want
en,1078,15,to,PART,to
en,1078,16,ascertain,VERB,ascertain
en,1078,17,that,SCONJ,that
en,1078,18,the,DET,the
en,1078,19,court,NOUN,court
en,1078,20,was,AUX,be
en,1078,21,as,ADP,as
en,1078,22,revolting,VERB,revolt
en,1078,23,on,ADP,on
en,1078,24,the,DET,the
en,1078,25,inside,NOUN,inside
en,1078,26,as,SCONJ,as
en,1078,27,it,PRON,it
en,1078,28,was,AUX,be
en,1078,29,on,ADP,on
en,1078,30,the,DET,the
en,1078,31,outside,NOUN,outside
en,1078,32,.,PUNCT,.
en,1083,0,K.,PROPN,K.
en,1083,1,sat,VERB,sit
en,1083,2,down,ADP,down
en,1083,3,immediately,ADV,immediately
en,1083,4,and,CCONJ,and
en,1083,5,",",PUNCT,","
en,1083,6,in,ADP,in
en,1083,7,order,NOUN,order
en,1083,8,to,PART,to
en,1083,9,keep,VERB,keep
en,1083,10,his,PRON,his
en,1083,11,place,NOUN,place
en,1083,12,better,ADV,well
en,1083,13,",",PUNCT,","
en,1083,14,put,VERB,put
en,1083,15,his,PRON,his
en,1083,16,elbows,NOUN,elbow
en,1083,17,on,ADP,on
en,1083,18,the,DET,the
en,1083,19,armrests,NOUN,armrest
en,1083,20,.,PUNCT,.
en,1119,0,"""",PUNCT,""""
en,1119,1,Do,AUX,do
en,1119,2,n't,PART,not
en,1119,3,worry,VERB,worry
en,1119,4,too,ADV,too
en,1119,5,much,ADV,much
en,1119,6,about,ADP,about
en,1119,7,him,PRON,he
en,1119,8,laughing,VERB,laugh
en,1119,9,",",PUNCT,","
en,1119,10,"""",PUNCT,""""
en,1119,11,said,VERB,say
en,1119,12,the,DET,the
en,1119,13,girl,NOUN,girl
en,1119,14,to,ADP,to
en,1119,15,K.,PROPN,K.
en,1119,16,",",PUNCT,","
en,1119,17,who,PRON,who
en,1119,18,had,AUX,have
en,1119,19,become,VERB,become
en,1119,20,unhappy,ADJ,unhappy
en,1119,21,once,ADV,once
en,1119,22,more,ADV,more
en,1119,23,and,CCONJ,and
en,1119,24,stared,VERB,star
en,1119,25,quietly,ADV,quietly
en,1119,26,in,ADP,in
en,1119,27,front,NOUN,front
en,1119,28,of,ADP,of
en,1119,29,himself,PRON,himself
en,1119,30,as,ADP,as
en,1119,31,if,SCONJ,if
en,1119,32,needing,VERB,need
en,1119,33,no,DET,no
en,1119,34,further,ADJ,further
en,1119,35,explanation,NOUN,explanation
en,1119,36,.,PUNCT,.
en,1120,0,"""",PUNCT,""""
en,1120,1,This,DET,this
en,1120,2,gentleman,NOUN,gentleman
en,1120,3,--,PUNCT,--
