language,sent_id,tok_id,token,upos,lemma
de,284,21,einen,DET,ein
de,284,22,jungen,ADJ,jung
de,284,23,Burschen,NOUN,Bursch
de,284,24,",",PUNCT,--
de,284,25,der,PRON,der
de,284,26,dort,ADV,dort
de,284,27,breitbeinig,ADV,breitbeinig
de,284,28,stand,VERB,stehen
de,284,29,und,CCONJ,und
de,284,30,eine,DET,ein
de,284,31,Pfeife,NOUN,Pfeife
de,284,32,rauchte,VERB,rauchen
de,284,33,.,PUNCT,--
de,293,0,Sie,PRON,sie
de,293,1,saß,VERB,sitzen
de,293,2,mit,ADP,mit
de,293,3,einem,DET,ein
de,293,4,Strickstrumpf,NOUN,Strickstrumpf
de,293,5,am,ADP,an
de,293,6,Tisch,NOUN,Tisch
de,293,7,",",PUNCT,--
de,293,8,auf,ADP,auf
de,293,9,dem,PRON,der
de,293,10,noch,ADV,noch
de,293,11,ein,DET,ein
de,293,12,Haufen,NOUN,Haufen
de,293,13,alter,ADJ,alt
de,293,14,Strümpfe,NOUN,Strümpfe
de,293,15,lag,VERB,liegen
de,293,16,.,PUNCT,--
de,305,0,„,PUNCT,--
de,305,1,Ach,INTJ,ach
de,305,2,so,ADV,so
de,305,3,",",PUNCT,--
de,305,4,“,PUNCT,--
de,305,5,sagte,VERB,sagen
de,305,6,sie,PRON,sie
de,305,7,und,CCONJ,und
de,305,8,kehrte,VERB,kehren
de,305,9,wieder,ADV,wieder
de,305,10,in,ADP,in
de,305,11,ihre,DET,ihr
de,305,12,Ruhe,NOUN,Ruhe
de,305,13,zurück,ADV,zurück
de,305,14,",",PUNCT,--
de,305,15,„,PUNCT,--
de,305,16,das,PRON,der
de,305,17,hat,AUX,haben
de,305,18,mir,PRON,mir
de,305,19,keine,DET,kein
de,305,20,besondere,ADJ,besonderer
de,305,21,Arbeit,NOUN,Arbeit
de,305,22,gemacht,VERB,machen
de,305,23,.,PUNCT,--
de,305,24,“,PUNCT,--
de,312,0,„,PUNCT,--
de,312,1,Meinen,VERB,meinen
de,312,2,Sie,PRON,sie
de,312,3,das,PRON,der
de,312,4,ernstlich,ADV,ernstlich
de,312,5,?,PUNCT,--
de,312,6,“,PUNCT,--
de,312,7,fragte,VERB,fragen
de,312,8,K.,PROPN,K.
de,312,9,„,PUNCT,--
de,312,10,Ja,PART,ja
de,312,11,",",PUNCT,--
de,312,12,“,PUNCT,--
de,312,13,sagte,VERB,sagen
de,312,14,sie,PRON,sie
de,312,15,leiser,ADV,leise
de,312,16,",",PUNCT,--
de,312,17,„,PUNCT,--
de,312,18,aber,CCONJ,aber
de,312,19,vor,ADP,vor
de,312,20,allem,PRON,alle
de,312,21,dürfen,AUX,dürfen
de,312,22,Sie,PRON,sie
de,312,23,es,PRON,es
de,312,24,nicht,PART,nicht
de,312,25,zu,PART,zu
de,312,26,schwer,ADV,schwer
de,312,27,nehmen,VERB,nehmen
de,312,28,.,PUNCT,--
de,313,0,Was,PRON,was
de,313,1,geschieht,VERB,geschehen
de,313,2,nicht,PART,nicht
de,313,3,alles,PRON,alle
de,313,4,in,ADP,in
de,313,5,der,DET,der
de,313,6,Welt,NOUN,Welt
de,313,7,!,PUNCT,--
de,330,0,Sie,PRON,sie
de,330,1,stand,VERB,stehen
de,330,2,auf,ADP,auf
de,330,3,",",PUNCT,--
de,330,4,weil,SCONJ,weil
de,330,5,auch,ADV,auch
de,330,6,er,PRON,er
de,330,7,aufgestanden,VERB,aufstehen
de,330,8,war,AUX,sein
de,330,9,",",PUNCT,--
de,330,10,sie,PRON,sie
de,330,11,war,AUX,sein
de,330,12,ein,DET,ein
de,330,13,wenig,PRON,wenig
de,330,14,befangen,ADV,befangen
de,330,15,",",PUNCT,--
de,330,16,weil,SCONJ,weil
de,330,17,ihr,PRON,ihr
de,330,18,nicht,PART,nicht
de,330,19,alles,PRON,alle
de,330,20,",",PUNCT,--
de,330,21,was,PRON,wer
de,330,22,K.,PROPN,K.
de,330,23,gesagt,VERB,sagen
de,330,24,hatte,AUX,haben
de,330,25,",",PUNCT,--
de,330,26,verständlich,ADV,verständlich
de,330,27,gewesen,AUX,sein
de,330,28,war,AUX,sein
de,330,29,.,PUNCT,--
de,336,0,Wollten,AUX,Wollten
de,336,1,Sie,PRON,sie
de,336,2,etwas,PRON,etwas
de,336,3,von,ADP,von
de,336,4,ihr,PRON,ihr
de,336,5,?,PUNCT,--
de,337,0,Soll,AUX,sollen
de,337,1,ich,PRON,ich
de,337,2,ihr,PRON,ihr
de,337,3,etwas,PRON,etwas
de,337,4,ausrichten,VERB,ausrichten
de,337,5,?,PUNCT,--
de,337,6,“,PUNCT,--
de,340,0,„,PUNCT,--
de,340,1,Das,PRON,der
de,340,2,ist,AUX,sein
de,340,3,ja,ADV,ja
de,340,4,ganz,ADV,ganz
de,340,5,gleichgültig,ADV,gleichgültig
de,340,6,",",PUNCT,--
de,340,7,“,PUNCT,--
de,340,8,sagte,VERB,sagen
de,340,9,K.,PROPN,K.
de,340,10,und,CCONJ,und
de,340,11,drehte,VERB,drehen
de,340,12,schon,ADV,schon
de,340,13,den,DET,der
de,340,14,gesenkten,ADJ,gesenkt
de,340,15,Kopf,NOUN,Kopf
de,340,16,der,DET,der
de,340,17,Tür,NOUN,Tür
de,340,18,zu,ADP,zu
de,340,19,",",PUNCT,--
de,340,20,um,SCONJ,um
de,340,21,wegzugehn,VERB,Wegzugehn
de,340,22,",",PUNCT,--
de,340,23,„,PUNCT,--
de,340,24,ich,PRON,ich
de,340,25,wollte,AUX,wollen
de,340,26,mich,PRON,sich
de,340,27,nur,ADV,nur
de,340,28,bei,ADP,bei
de,340,29,ihr,PRON,ihr
de,340,30,entschuldigen,VERB,entschuldigen
de,340,31,",",PUNCT,--
de,340,32,daß,SCONJ,daß
de,340,33,ich,PRON,ich
de,340,34,heute,ADV,heute
de,340,35,ihr,DET,ihr
de,340,36,Zimmer,NOUN,Zimmer
de,340,37,in,ADP,in
de,340,38,Anspruch,NOUN,Anspruch
de,340,39,genommen,VERB,nehmen
de,340,40,habe,AUX,haben
de,340,41,.,PUNCT,--
de,340,42,“,PUNCT,--
de,366,0,Sofort,ADV,Sofort
de,366,1,aber,ADV,aber
de,366,2,erschien,VERB,erscheinen
de,366,3,ihm,PRON,ihm
de,366,4,das,DET,der
de,366,5,entsetzlich,ADV,entsetzlich
de,366,6,übertrieben,ADV,übertrieben
de,366,7,und,CCONJ,und
de,366,8,er,PRON,er
de,366,9,hatte,AUX,haben
de,366,10,sogar,ADV,sogar
de,366,11,den,DET,der
de,366,12,Verdacht,NOUN,Verdacht
de,366,13,gegen,ADP,gegen
de,366,14,sich,PRON,sich
de,366,15,",",PUNCT,--
de,366,16,daß,SCONJ,daß
de,366,17,er,PRON,er
de,366,18,darauf,ADV,darauf
de,366,19,ausging,VERB,ausgehen
de,366,20,",",PUNCT,--
de,366,21,die,DET,der
de,366,22,Wohnung,NOUN,Wohnung
de,366,23,wegen,ADP,wegen
de,366,24,der,DET,der
de,366,25,Vorfälle,NOUN,Vorfall
de,366,26,am,ADP,an
de,366,27,Morgen,NOUN,Morgen
de,366,28,zu,PART,zu
de,366,29,wechseln,VERB,wechseln
de,366,30,.,PUNCT,--
de,369,0,Etwa,ADV,etwa
de,369,1,bis,ADP,bis
de,369,2,11,NUM,11
de,369,3,Uhr,NOUN,Uhr
de,369,4,lag,VERB,liegen
de,369,5,er,PRON,er
de,369,6,ruhig,ADV,ruhig
de,369,7,",",PUNCT,--
de,369,8,eine,DET,ein
de,369,9,Zigarre,NOUN,Zigarre
de,369,10,rauchend,ADV,rauchend
de,369,11,",",PUNCT,--
de,369,12,auf,ADP,auf
de,369,13,dem,DET,der
de,369,14,Kanapee,NOUN,Kanapee
de,369,15,.,PUNCT,--
de,373,0,Beides,PRON,beide
de,373,1,konnte,AUX,können
de,373,2,er,PRON,er
de,373,3,allerdings,ADV,allerdings
de,373,4,noch,ADV,noch
de,373,5,dadurch,ADV,dadurch
de,373,6,nachholen,VERB,nachholen
de,373,7,",",PUNCT,--
de,373,8,daß,SCONJ,daß
de,373,9,er,PRON,er
de,373,10,jetzt,ADV,jetzt
de,373,11,in,ADP,in
de,373,12,das,DET,der
de,373,13,Weinlokal,NOUN,Weinlokal
de,373,14,ging,VERB,gehen
de,373,15,",",PUNCT,--
de,373,16,in,ADP,in
de,373,17,dem,PRON,der
de,373,18,Elsa,PROPN,Elsa
de,373,19,bedienstet,VERB,bediensten
de,373,20,war,AUX,sein
de,373,21,.,PUNCT,--
de,381,0,In,ADP,in
de,381,1,seiner,DET,sein
de,381,2,Hilflosigkeit,NOUN,Hilflosigkeit
de,381,3,und,CCONJ,und
de,381,4,da,ADV,da
de,381,5,keine,DET,kein
de,381,6,Zeit,NOUN,Zeit
de,381,7,zu,PART,zu
de,381,8,verlieren,VERB,verlieren
de,381,9,war,AUX,sein
de,381,10,",",PUNCT,--
de,381,11,flüsterte,VERB,flüstern
de,381,12,er,PRON,er
de,381,13,durch,ADP,durch
de,381,14,den,DET,der
de,381,15,Türspalt,NOUN,Türspalt
de,381,16,:,PUNCT,--
de,381,17,„,PUNCT,--
de,381,18,Fräulein,NOUN,Fräulein
de,381,19,Bürstner,PROPN,Bürstner
de,381,20,.,PUNCT,--
de,381,21,“,PUNCT,--
de,402,0,Sie,PRON,sie
de,402,1,kreuzte,VERB,kreuzen
de,402,2,leicht,ADV,leicht
de,402,3,die,DET,der
de,402,4,Beine,NOUN,Bein
de,402,5,.,PUNCT,--
de,408,0,„,PUNCT,--
de,408,1,Aber,CCONJ,aber
de,408,2,doch,ADV,doch
de,408,3,das,DET,der
de,408,4,eigentlich,ADV,eigentlich
de,408,5,Interessante,NOUN,interessante
de,408,6,",",PUNCT,--
de,408,7,“,PUNCT,--
de,408,8,sagte,VERB,sagen
de,408,9,Fräulein,NOUN,Fräulein
de,408,10,Bürstner,PROPN,Bürstner
de,408,11,.,PUNCT,--
de,417,0,„,PUNCT,--
de,417,1,Es,PRON,es
de,417,2,ist,AUX,sein
de,417,3,sonderbar,ADV,sonderbar
de,417,4,",",PUNCT,--
de,417,5,“,PUNCT,--
de,417,6,sagte,VERB,sagen
de,417,7,Fräulein,NOUN,Fräulein
de,417,8,Bürstner,PROPN,Bürstner
de,417,9,",",PUNCT,--
de,417,10,„,PUNCT,--
de,417,11,daß,SCONJ,daß
de,417,12,ich,PRON,ich
de,417,13,gezwungen,VERB,zwingen
de,417,14,bin,AUX,sein
de,417,15,",",PUNCT,--
de,417,16,Ihnen,PRON,ihnen
de,417,17,etwas,PRON,etwas
de,417,18,zu,PART,zu
de,417,19,verbieten,VERB,verbieten
de,417,20,",",PUNCT,--
de,417,21,was,PRON,was
de,417,22,Sie,PRON,sie
de,417,23,sich,PRON,sich
de,417,24,selbst,ADV,selbst
de,417,25,verbieten,VERB,verbieten
de,417,26,müßten,AUX,müssen
de,417,27,",",PUNCT,--
de,417,28,nämlich,ADV,nämlich
de,417,29,in,ADP,in
de,417,30,meiner,DET,mein
de,417,31,Abwesenheit,NOUN,Abwesenheit
de,417,32,mein,DET,mein
de,417,33,Zimmer,NOUN,Zimmer
de,417,34,zu,PART,zu
de,417,35,betreten,VERB,betreten
de,417,36,.,PUNCT,--
de,417,37,“,PUNCT,--
de,423,0,„,PUNCT,--
de,423,1,Doch,CCONJ,doch
de,423,2,",",PUNCT,--
de,423,3,“,PUNCT,--
de,423,4,sagte,VERB,sagen
de,423,5,K.,PROPN,K.
de,423,6,",",PUNCT,--
de,423,7,„,PUNCT,--
de,423,8,glauben,VERB,glauben
de,423,9,Sie,PRON,sie
de,423,10,denn,ADV,denn
de,423,11,",",PUNCT,--
de,423,12,daß,SCONJ,daß
de,423,13,ich,PRON,ich
de,423,14,schuldlos,ADV,schuldlos
de,423,15,bin,AUX,sein
de,423,16,?,PUNCT,--
de,423,17,“,PUNCT,--
de,429,0,„,PUNCT,--
de,429,1,Nein,PART,nein
de,429,2,",",PUNCT,--
de,429,3,das,PRON,der
de,429,4,habe,VERB,haben
de,429,5,ich,PRON,ich
de,429,6,nicht,PART,nicht
de,429,7,",",PUNCT,--
de,429,8,“,PUNCT,--
de,429,9,sagte,VERB,sagen
de,429,10,Fräulein,NOUN,Fräulein
de,429,11,Bürstner,PROPN,Bürstner
de,429,12,„,PUNCT,--
de,429,13,und,CCONJ,und
de,429,14,habe,AUX,haben
de,429,15,es,PRON,es
de,429,16,auch,ADV,auch
de,429,17,schon,ADV,schon
de,429,18,oft,ADV,oft
de,429,19,bedauert,VERB,bedauern
de,429,20,",",PUNCT,--
de,429,21,denn,CCONJ,denn
de,429,22,ich,PRON,ich
de,429,23,möchte,AUX,möchten
de,429,24,alles,PRON,alle
de,429,25,wissen,VERB,wissen
de,429,26,",",PUNCT,--
de,429,27,und,CCONJ,und
de,429,28,gerade,ADV,gerade
de,429,29,Gerichtssachen,NOUN,Gerichtssache
de,429,30,interessieren,VERB,interessieren
de,429,31,mich,PRON,mich
de,429,32,ungemein,ADV,ungemein
de,429,33,.,PUNCT,--
de,430,0,Das,DET,der
de,430,1,Gericht,NOUN,Gericht
de,430,2,hat,AUX,haben
de,430,3,eine,DET,ein
de,430,4,eigentümliche,ADJ,eigentümlich
de,430,5,Anziehungskraft,NOUN,Anziehungskraft
de,430,6,",",PUNCT,--
de,430,7,nicht,PART,nicht
de,430,8,?,PUNCT,--
de,453,0,„,PUNCT,--
de,453,1,Sie,PRON,sie
de,453,2,kamen,VERB,kommen
de,453,3,so,ADV,so
de,453,4,spät,ADV,spät
de,453,5,",",PUNCT,--
de,453,6,“,PUNCT,--
de,453,7,sagte,VERB,sagen
de,453,8,K.,PROPN,K.
de,453,9,„,PUNCT,--
de,458,0,„,PUNCT,--
de,458,1,Dann,ADV,dann
de,458,2,kann,AUX,können
de,458,3,ich,PRON,ich
de,458,4,es,PRON,es
de,458,5,Ihnen,PRON,ihnen
de,458,6,nicht,PART,nicht
de,458,7,zeigen,VERB,zeigen
de,458,8,",",PUNCT,--
de,458,9,“,PUNCT,--
de,458,10,sagte,VERB,sagen
de,458,11,K.,PROPN,K.
de,458,12,aufgeregt,ADV,aufgeregt
de,458,13,",",PUNCT,--
de,458,14,als,SCONJ,als
de,458,15,füge,VERB,fügen
de,458,16,man,PRON,man
de,458,17,ihm,PRON,ihm
de,458,18,dadurch,ADV,dadurch
de,458,19,einen,DET,ein
de,458,20,unermeßlichen,ADJ,unermeßlich
de,458,21,Schaden,NOUN,Schaden
de,458,22,zu,ADP,zu
de,458,23,.,PUNCT,--
de,465,0,Ja,PART,ja
de,465,1,",",PUNCT,--
de,465,2,ich,PRON,ich
de,465,3,vergesse,VERB,vergessen
de,465,4,mich,PRON,sich
de,465,5,",",PUNCT,--
de,465,6,die,DET,der
de,465,7,wichtigste,ADJ,wichtig
de,465,8,Person,NOUN,Person
de,465,9,",",PUNCT,--
de,465,10,also,ADV,also
de,465,11,ich,PRON,ich
de,465,12,",",PUNCT,--
de,465,13,stehe,VERB,stehen
de,465,14,hier,ADV,hier
de,465,15,vor,ADP,vor
de,465,16,dem,DET,der
de,465,17,Tischchen,NOUN,Tischchen
de,465,18,.,PUNCT,--
de,472,0,K.,PROPN,K.
de,472,1,erschrak,VERB,erschrak
de,472,2,deshalb,ADV,deshalb
de,472,3,besonders,ADV,besonders
de,472,4,stark,ADV,stark
de,472,5,",",PUNCT,--
de,472,6,weil,SCONJ,weil
de,472,7,er,PRON,er
de,472,8,noch,ADV,noch
de,472,9,ein,DET,ein
de,472,10,Weilchen,NOUN,Weilchen
de,472,11,ganz,ADV,ganz
de,472,12,unfähig,ADV,unfähig
de,472,13,war,AUX,sein
de,472,14,",",PUNCT,--
de,472,15,an,ADP,an
de,472,16,etwas,DET,etwas
de,472,17,anderes,PRON,anderer
de,472,18,zu,PART,zu
de,472,19,denken,VERB,denken
de,472,20,als,ADP,als
de,472,21,an,ADP,an
de,472,22,die,DET,der
de,472,23,Vorfälle,NOUN,Vorfall
de,472,24,des,DET,der
de,472,25,Morgens,NOUN,Morgen
de,472,26,und,CCONJ,und
de,472,27,an,ADP,an
de,472,28,das,DET,der
de,472,29,Mädchen,NOUN,Mädchen
de,472,30,",",PUNCT,--
de,472,31,dem,PRON,der
de,472,32,er,PRON,er
de,472,33,sie,PRON,sie
de,472,34,vorführte,VERB,vorführn
de,472,35,.,PUNCT,--
de,478,0,Es,PRON,es
de,478,1,ist,AUX,sein
de,478,2,gerade,ADV,gerade
de,478,3,kein,DET,kein
de,478,4,anderes,ADJ,anderer
de,478,5,Zimmer,NOUN,Zimmer
de,478,6,frei,ADV,frei
de,478,7,.,PUNCT,--
de,493,0,Wollen,AUX,wollen
de,493,1,Sie,PRON,sie
de,493,2,verbreitet,VERB,verbreiten
de,493,3,haben,AUX,haben
de,493,4,",",PUNCT,--
de,493,5,daß,SCONJ,daß
de,493,6,ich,PRON,ich
de,493,7,Sie,PRON,sie
de,493,8,überfallen,VERB,überfallen
de,493,9,habe,AUX,haben
de,493,10,",",PUNCT,--
de,493,11,so,ADV,so
de,493,12,wird,AUX,werden
de,493,13,Frau,NOUN,Frau
de,493,14,Grubach,PROPN,Grubach
de,493,15,in,ADP,in
de,493,16,diesem,DET,dieser
de,493,17,Sinne,NOUN,Sinn
de,493,18,unterrichtet,VERB,unterrichten
de,493,19,werden,AUX,werden
de,493,20,und,CCONJ,und
de,493,21,wird,AUX,werden
de,493,22,es,PRON,es
de,493,23,glauben,VERB,glauben
de,493,24,",",PUNCT,--
de,493,25,ohne,SCONJ,ohne
de,493,26,das,DET,der
de,493,27,Vertrauen,NOUN,vertrauen
de,493,28,zu,ADP,zu
de,493,29,mir,PRON,mir
de,493,30,zu,PART,zu
de,493,31,verlieren,VERB,verlieren
de,493,32,",",PUNCT,--
de,493,33,so,ADV,so
de,493,34,sehr,ADV,sehr
de,493,35,hängt,VERB,hängen
de,493,36,sie,PRON,sie
de,493,37,an,ADP,an
de,493,38,mir,PRON,mir
de,493,39,.,PUNCT,--
de,493,40,“,PUNCT,--
de,501,0,Ich,PRON,ich
de,501,1,kann,AUX,können
de,501,2,für,ADP,für
de,501,3,alles,PRON,alle
de,501,4,",",PUNCT,--
de,501,5,was,PRON,wer
de,501,6,in,ADP,in
de,501,7,meinem,DET,mein
de,501,8,Zimmer,NOUN,Zimmer
de,501,9,geschieht,VERB,geschehen
de,501,10,",",PUNCT,--
de,501,11,die,DET,der
de,501,12,Verantwortung,NOUN,Verantwortung
de,501,13,tragen,VERB,tragen
de,501,14,",",PUNCT,--
de,501,15,und,CCONJ,und
de,501,16,zwar,ADV,zwar
de,501,17,gegenüber,ADP,gegenüber
de,501,18,jedem,PRON,jeder
de,501,19,.,PUNCT,--
de,510,0,Aber,CCONJ,aber
de,510,1,vor,ADP,vor
de,510,2,der,DET,der
de,510,3,Tür,NOUN,Tür
de,510,4,",",PUNCT,--
de,510,5,als,SCONJ,als
de,510,6,hätte,AUX,haben
de,510,7,er,PRON,er
de,510,8,nicht,PART,nicht
de,510,9,erwartet,VERB,erwarten
de,510,10,",",PUNCT,--
de,510,11,hier,ADV,hier
de,510,12,eine,DET,ein
de,510,13,Tür,NOUN,Tür
de,510,14,zu,PART,zu
de,510,15,finden,VERB,finden
de,510,16,",",PUNCT,--
de,510,17,stockte,VERB,stocken
de,510,18,er,PRON,er
de,510,19,",",PUNCT,--
de,510,20,diesen,DET,dieser
de,510,21,Augenblick,NOUN,Augenblick
de,510,22,benutzte,ADJ,benutzt
de,510,23,Fräulein,NOUN,Fräulein
de,510,24,Bürstner,PROPN,Bürstner
de,510,25,",",PUNCT,--
de,510,26,sich,PRON,sich
de,510,27,loszumachen,VERB,losmachen
de,510,28,",",PUNCT,--
de,510,29,die,DET,der
de,510,30,Tür,NOUN,Tür
de,510,31,zu,PART,zu
de,510,32,öffnen,VERB,öffnen
de,510,33,",",PUNCT,--
de,510,34,ins,ADP,in
de,510,35,Vorzimmer,NOUN,Vorzimmer
de,510,36,zu,PART,zu
de,510,37,schlüpfen,VERB,schlüpfen
de,510,38,und,CCONJ,und
de,510,39,von,ADP,von
de,510,40,dort,ADV,dort
de,510,41,aus,ADP,aus
de,510,42,K.,PROPN,K.
de,510,43,leise,ADV,leise
de,510,44,zu,PART,zu
de,510,45,sagen,VERB,sagen
de,510,46,:,PUNCT,--
de,510,47,„,PUNCT,--
de,510,48,Nun,ADV,nun
de,510,49,kommen,VERB,kommen
de,510,50,Sie,PRON,sie
de,510,51,doch,ADV,doch
de,510,52,",",PUNCT,--
de,510,53,bitte,ADV,bitte
de,510,54,.,PUNCT,--
de,529,0,Die,DET,der
de,529,1,Untersuchungen,NOUN,Untersuchung
de,529,2,wären,AUX,sein
de,529,3,beispielsweise,ADV,beispielsweise
de,529,4,auch,ADV,auch
de,529,5,in,ADP,in
de,529,6,der,DET,der
de,529,7,Nacht,NOUN,Nacht
de,529,8,möglich,ADV,möglich
de,529,9,",",PUNCT,--
de,529,10,aber,CCONJ,aber
de,529,11,da,ADV,da
de,529,12,sei,AUX,sein
de,529,13,wohl,ADV,wohl
de,529,14,K.,PROPN,K.
de,529,15,nicht,PART,nicht
de,529,16,frisch,ADV,frisch
de,529,17,genug,ADV,genug
de,529,18,.,PUNCT,--
de,552,0,Erst,ADV,erst
de,552,1,als,SCONJ,als
de,552,2,der,DET,der
de,552,3,Direktor-Stellvertreter,NOUN,Direktor-Stellvertreter
de,552,4,abläutete,VERB,abläuten
de,552,5,",",PUNCT,--
de,552,6,erschrak,VERB,erschrak
de,552,7,er,PRON,er
de,552,8,und,CCONJ,und
de,552,9,sagte,VERB,sagen
de,552,10,",",PUNCT,--
de,552,11,um,SCONJ,um
de,552,12,sein,DET,sein
de,552,13,unnützes,ADJ,unnütz
de,552,14,Dastehn,NOUN,dastehn
de,552,15,nur,ADV,nur
de,552,16,ein,DET,ein
de,552,17,wenig,PRON,wenig
de,552,18,zu,PART,zu
de,552,19,entschuldigen,VERB,entschuldigen
de,552,20,:,PUNCT,--
de,556,0,Der,DET,der
de,556,1,Direktor-Stellvertreter,NOUN,Direktor-Stellvertreter
de,556,2,sprach,VERB,sprechen
de,556,3,noch,ADV,noch
de,556,4,im,ADP,in
de,556,5,Weggehn,NOUN,Weggehn
de,556,6,über,ADP,über
de,556,7,andere,ADJ,anderer
de,556,8,Dinge,NOUN,Ding
de,556,9,.,PUNCT,--
de,562,0,Die,DET,der
de,562,1,ersten,ADJ,erster
de,562,2,zwei,NUM,zwei
de,562,3,fuhren,NOUN,fahren
de,562,4,in,ADP,in
de,562,5,einer,DET,ein
de,562,6,Elektrischen,NOUN,Elektrischen
de,562,7,quer,ADV,quer
de,562,8,über,ADP,über
de,562,9,K.s,PROPN,K.s
de,562,10,Weg,NOUN,Weg
de,562,11,",",PUNCT,--
de,562,12,Kaminer,NOUN,Kaminer
de,562,13,aber,ADV,aber
de,562,14,saß,VERB,sitzen
de,562,15,auf,ADP,auf
de,562,16,der,DET,der
de,562,17,Terrasse,NOUN,Terrasse
de,562,18,eines,DET,ein
de,562,19,Kaffeehauses,NOUN,Kaffeehaus
de,562,20,und,CCONJ,und
de,562,21,beugte,VERB,beugen
de,562,22,sich,PRON,sich
de,562,23,gerade,ADV,gerade
de,562,24,",",PUNCT,--
de,562,25,als,SCONJ,als
de,562,26,K.,PROPN,K.
de,562,27,vorüberkam,VERB,vorüberkommen
de,562,28,",",PUNCT,--
de,562,29,neugierig,ADV,neugierig
de,562,30,über,ADP,über
de,562,31,die,DET,der
de,562,32,Brüstung,NOUN,Brüstung
de,562,33,.,PUNCT,--
de,572,0,Dort,ADV,dort
de,572,1,gingen,VERB,gehen
de,572,2,Frauen,NOUN,Frau
de,572,3,aus,ADP,aus
de,572,4,und,CCONJ,und
de,572,5,ein,ADV,ein
de,572,6,oder,CCONJ,oder
de,572,7,standen,VERB,stehen
de,572,8,auf,ADP,auf
de,572,9,den,DET,der
de,572,10,Stufen,NOUN,Stufe
de,572,11,und,CCONJ,und
de,572,12,plauderten,VERB,plaudern
de,572,13,.,PUNCT,--
de,582,0,Vor,ADP,vor
de,582,1,einer,DET,ein
de,582,2,Pumpe,NOUN,Pumpe
de,582,3,stand,VERB,stehen
de,582,4,ein,DET,ein
de,582,5,schwaches,ADJ,schwach
de,582,6,junges,ADJ,jung
de,582,7,Mädchen,NOUN,Mädchen
de,582,8,in,ADP,in
de,582,9,einer,DET,ein
de,582,10,Nachtjoppe,NOUN,Nachtjoppe
de,582,11,und,CCONJ,und
de,582,12,blickte,VERB,blicken
de,582,13,",",PUNCT,--
de,582,14,während,SCONJ,während
de,582,15,das,DET,der
de,582,16,Wasser,NOUN,Wasser
de,582,17,in,ADP,in
de,582,18,ihre,DET,ihr
de,582,19,Kanne,NOUN,Kanne
de,582,20,strömte,VERB,strömen
de,582,21,",",PUNCT,--
de,582,22,auf,ADP,auf
de,582,23,K.,PROPN,K.
de,582,24,hin,ADV,hin
de,582,25,.,PUNCT,--
de,591,0,hätte,AUX,haben
de,591,1,er,PRON,er
de,591,2,sie,PRON,sie
de,591,3,abschütteln,VERB,abschütteln
de,591,4,wollen,AUX,wollen
de,591,5,",",PUNCT,--
de,591,6,hätte,AUX,haben
de,591,7,er,PRON,er
de,591,8,ihnen,PRON,ihnen
de,591,9,wehtun,VERB,wehtun
de,591,10,müssen,AUX,müssen
de,591,11,und,CCONJ,und
de,591,12,er,PRON,er
de,591,13,fürchtete,VERB,fürchten
de,591,14,ihr,DET,ihr
de,591,15,Geschrei,NOUN,Geschrei
de,591,16,.,PUNCT,--
de,612,0,K.,PROPN,K.
de,612,1,glaubte,VERB,glauben
de,612,2,in,ADP,in
de,612,3,eine,DET,ein
de,612,4,Versammlung,NOUN,Versammlung
de,612,5,einzutreten,VERB,eintreten
de,612,6,.,PUNCT,--
de,617,0,„,PUNCT,--
de,617,1,Sehr,ADV,sehr
de,617,2,vernünftig,ADV,vernünftig
de,617,3,",",PUNCT,--
de,617,4,“,PUNCT,--
de,617,5,sagte,VERB,sagen
de,617,6,K.,PROPN,K.
de,617,7,",",PUNCT,--
de,617,8,„,PUNCT,--
de,617,9,es,PRON,es
de,617,10,ist,AUX,sein
de,617,11,aber,ADV,aber
de,617,12,schon,ADV,schon
de,617,13,jetzt,ADV,jetzt
de,617,14,zu,PART,zu
de,617,15,voll,ADV,voll
de,617,16,.,PUNCT,--
de,617,17,“,PUNCT,--
de,623,0,dafür,ADV,dafür
de,623,1,sprach,VERB,sprechen
de,623,2,auch,ADV,auch
de,623,3,",",PUNCT,--
de,623,4,daß,SCONJ,daß
de,623,5,K.,PROPN,K.
de,623,6,in,ADP,in
de,623,7,den,DET,der
de,623,8,ersten,ADJ,erster
de,623,9,Reihen,NOUN,Reihe
de,623,10,rechts,ADV,rechts
de,623,11,und,CCONJ,und
de,623,12,links,ADV,links
de,623,13,kaum,ADV,kaum
de,623,14,ein,DET,ein
de,623,15,ihm,PRON,ihm
de,623,16,zugewendetes,ADJ,zugewendet
de,623,17,Gesicht,NOUN,Gesicht
de,623,18,sah,VERB,sehen
de,623,19,",",PUNCT,--
de,623,20,sondern,CCONJ,sondern
de,623,21,nur,ADV,nur
de,623,22,die,DET,der
de,623,23,Rücken,NOUN,Rücken
de,623,24,von,ADP,von
de,623,25,Leuten,NOUN,Leute
de,623,26,",",PUNCT,--
de,623,27,welche,PRON,welcher
de,623,28,ihre,DET,ihr
de,623,29,Reden,NOUN,Rede
de,623,30,und,CCONJ,und
de,623,31,Bewegungen,NOUN,Bewegung
de,623,32,nur,ADV,nur
de,623,33,an,ADP,an
de,623,34,Leute,NOUN,Leute
de,623,35,ihrer,DET,ihr
de,623,36,Partei,NOUN,Partei
de,623,37,richteten,VERB,richten
de,623,38,.,PUNCT,--
de,673,0,„,PUNCT,--
